ID,Accession,Target,TargetID,Experiment,Literature,Tissue
hsa-mir-15a-5p,MIMAT0000068,NOL4L,140688,HITS-CLIP,22473208,Unspecified
hsa-mir-15a-5p,MIMAT0000068,DYNLL2,140735,PAR-CLIP,23446348|20371350,Unspecified
hsa-mir-15a-5p,MIMAT0000068,SREK1,140890,HITS-CLIP//PAR-CLIP,24398324|23446348|21572407|20371350,Unspecified
hsa-mir-15a-5p,MIMAT0000068,CACUL1,143384,PAR-CLIP,21572407,Unspecified
hsa-mir-15a-5p,MIMAT0000068,E2F7,144455,HITS-CLIP//PAR-CLIP,22473208|24398324|23446348|22012620|21572407|20371350,Unspecified
hsa-mir-15a-5p,MIMAT0000068,CMTM4,146223,PAR-CLIP,20371350,Unspecified
hsa-mir-15a-5p,MIMAT0000068,SIK1,150094,HITS-CLIP//PAR-CLIP,22473208|23592263,Unspecified
hsa-mir-15a-5p,MIMAT0000068,RNF38,152006,HITS-CLIP,22473208,Unspecified
hsa-mir-15a-5p,MIMAT0000068,CREBRF,153222,HITS-CLIP//PAR-CLIP,22473208|23592263,Unspecified
hsa-mir-15a-5p,MIMAT0000068,CNKSR3,154043,PAR-CLIP,21572407,Unspecified
hsa-mir-15a-5p,MIMAT0000068,AMOT,154796,PAR-CLIP,21572407,Unspecified
hsa-mir-15a-5p,MIMAT0000068,AMOTL1,154810,HITS-CLIP//PAR-CLIP,23592263|24398324|23446348|22012620|21572407|20371350,Unspecified
hsa-mir-15a-5p,MIMAT0000068,CAMSAP1,157922,HITS-CLIP//PAR-CLIP,22473208|23446348|21572407,Unspecified
hsa-mir-15a-5p,MIMAT0000068,RASEF,158158,PAR-CLIP,20371350,Unspecified
hsa-mir-15a-5p,MIMAT0000068,SPRED1,161742,HITS-CLIP//PAR-CLIP,22473208|23446348,Unspecified
hsa-mir-15a-5p,MIMAT0000068,RNF168,165918,PAR-CLIP,23592263,Unspecified
hsa-mir-15a-5p,MIMAT0000068,ASXL1,171023,HITS-CLIP,22473208,Unspecified
hsa-mir-15a-5p,MIMAT0000068,RHOV,171177,HITS-CLIP,22473208,Unspecified
hsa-mir-15a-5p,MIMAT0000068,AGO4,192670,PAR-CLIP,20371350,Unspecified
hsa-mir-15a-5p,MIMAT0000068,SCAMP5,192683,HITS-CLIP,22473208,Unspecified
hsa-mir-15a-5p,MIMAT0000068,ZNF367,195828,HITS-CLIP//PAR-CLIP,23592263|24398324|23446348|21572407|20371350|26701625,Unspecified
hsa-mir-15a-5p,MIMAT0000068,TUBB,203068,HITS-CLIP,22473208,Unspecified
hsa-mir-15a-5p,MIMAT0000068,FOXK1,221937,HITS-CLIP//PAR-CLIP,22473208|20371350,Unspecified
hsa-mir-15a-5p,MIMAT0000068,ZNRF2,223082,PAR-CLIP,23446348,Unspecified
hsa-mir-15a-5p,MIMAT0000068,UBN2,254048,HITS-CLIP//PAR-CLIP,22473208|24398324|23446348|22012620|21572407|20371350,Unspecified
hsa-mir-15a-5p,MIMAT0000068,RNF149,284996,HITS-CLIP//PAR-CLIP,21572407,Unspecified
hsa-mir-15a-5p,MIMAT0000068,FRYL,285527,HITS-CLIP,22473208,Unspecified
hsa-mir-15a-5p,MIMAT0000068,LURAP1L,286343,PAR-CLIP,21572407,Unspecified
hsa-mir-15a-5p,MIMAT0000068,MSL1,339287,HITS-CLIP//PAR-CLIP,23446348|21572407|20371350|24906430,Unspecified
hsa-mir-15a-5p,MIMAT0000068,ANKRD36,375248,HITS-CLIP,23824327,Unspecified
hsa-mir-15a-5p,MIMAT0000068,RAB15,376267,HITS-CLIP,19536157,Unspecified
hsa-mir-15a-5p,MIMAT0000068,TMEM189-UBE2V1,387522,PAR-CLIP,23592263|23446348|21572407|20371350|26701625|27292025,Unspecified
hsa-mir-15a-5p,MIMAT0000068,ZBTB34,403341,PAR-CLIP,23446348,Unspecified
hsa-mir-15a-5p,MIMAT0000068,ATXN7L3B,552889,PAR-CLIP,23592263|20371350,Unspecified
hsa-mir-15a-5p,MIMAT0000068,ZNF704,619279,PAR-CLIP,21572407,Unspecified
hsa-mir-15a-5p,MIMAT0000068,POM121C,100101267,PAR-CLIP,23446348,Unspecified
hsa-mir-16-5p,MIMAT0000069,ABCF1,23,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,ABL2,27,PAR-CLIP//Sequencing,20371350|23592263|24398324|23446348|21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,ACOX1,51,HITS-CLIP,22473208,Unspecified
hsa-mir-16-5p,MIMAT0000069,ACP2,53,Proteomics//pSILAC,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,ACTB,60,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,ACTG1,71,CLASH//Proteomics,18668040|23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,ACTN4,81,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,ACTN1,87,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,ACVR2A,92,Luciferase reporter assay//PAR-CLIP//Western blot,20216554|20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,AP2A1,160,Proteomics//Sequencing,20371350|18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,AP2B1,163,PAR-CLIP//Proteomics,18668040|26701625,Unspecified
hsa-mir-16-5p,MIMAT0000069,AK2,204,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,ALDH2,217,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,ALDH3B1,221,PAR-CLIP,23592263,Unspecified
hsa-mir-16-5p,MIMAT0000069,ANPEP,290,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,SLC25A6,293,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,BIRC5,332,Immunoblot//Luciferase reporter assay//qRT-PCR,23380758,Unspecified
hsa-mir-16-5p,MIMAT0000069,APP,351,ELISA//Immunoprecipitaion//Luciferase reporter assay//PAR-CLIP//Proteomics//qRT-PCR//Western blot,18668040|21572407|26440600,Unspecified
hsa-mir-16-5p,MIMAT0000069,ARCN1,372,HITS-CLIP,22473208,Unspecified
hsa-mir-16-5p,MIMAT0000069,ARG2,384,Microarray,21199864,Unspecified
hsa-mir-16-5p,MIMAT0000069,ARHGDIA,396,HITS-CLIP//Immunohistochemistry//Luciferase reporter assay//PAR-CLIP//Proteomics//pSILAC//Western blot,18668040|22473208|23446348|21572407|20371350|26761212,Unspecified
hsa-mir-16-5p,MIMAT0000069,ARL2,402,Luciferase reporter assay//Microarray//Proteomics//pSILAC//qRT-PCR//Reporter assay//Western blot,18668040|21199864,Unspecified
hsa-mir-16-5p,MIMAT0000069,ASNS,440,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,ASPH,444,Microarray,21199864,Unspecified
hsa-mir-16-5p,MIMAT0000069,ZFHX3,463,Sequencing,20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,ATOX1,475,Sequencing,20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,ATP6V1B2,526,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,ATP6V1E1,529,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,AUP1,550,CLASH//Proteomics,18668040|23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,CCND1,595,flow//Luciferase reporter assay//PAR-CLIP//qRT-PCR//Western blot,18483394|19591824|18701644|18931683|19549910|24398324|24148817,Unspecified
hsa-mir-16-5p,MIMAT0000069,BCL2,596,HITS-CLIP//Immunoblot//Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Microarray//proteomics analysis//qRT-PCR//Reporter assay//Sequencing//Western blot,17877811|18449891|18362358|17351108|17707831|20643754|20876285|19269153|16166262|19903841|20371350|23907579|22473208|24148817|25435430|26397135|26722459,Unspecified
hsa-mir-16-5p,MIMAT0000069,BCL7A,605,HITS-CLIP,22473208,Unspecified
hsa-mir-16-5p,MIMAT0000069,BDNF,627,Luciferase reporter assay//qRT-PCR//Western blot,24026226,Unspecified
hsa-mir-16-5p,MIMAT0000069,BRCA1,672,Luciferase reporter assay,19144710,Unspecified
hsa-mir-16-5p,MIMAT0000069,BSG,682,HITS-CLIP,22473208,Unspecified
hsa-mir-16-5p,MIMAT0000069,BTF3,689,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,BYSL,705,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,CA8,767,PAR-CLIP,21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,CA12,771,Proteomics//pSILAC//Sequencing,18668040|20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,CACNA2D1,781,Proteomics//pSILAC,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,CALR,811,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,CALU,813,HITS-CLIP//PAR-CLIP//Sequencing,20371350|22473208|23592263,Unspecified
hsa-mir-16-5p,MIMAT0000069,CAMK2G,818,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,CANX,821,PAR-CLIP,21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,CAPZA2,830,PAR-CLIP//Sequencing,20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,CCND2,894,PAR-CLIP//qRT-PCR//Sequencing//Western blot,20371350|21572407|26393798,Unspecified
hsa-mir-16-5p,MIMAT0000069,CCND3,896,flow//Luciferase reporter assay//qRT-PCR//Western blot,18701644,Unspecified
hsa-mir-16-5p,MIMAT0000069,CCNE1,898,CLASH//flow//HITS-CLIP//Luciferase reporter assay//Microarray//PAR-CLIP//qRT-PCR//Western blot,19250063|19591824|18701644|23083510|21199864|23622248|22473208|21572407|20371350|26397135|25830480,Unspecified
hsa-mir-16-5p,MIMAT0000069,CCNT1,904,PAR-CLIP,20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,CCNT2,905,HITS-CLIP//Luciferase reporter assay//Reporter assay,15131085|22473208,Unspecified
hsa-mir-16-5p,MIMAT0000069,ENTPD6,955,HITS-CLIP,22473208,Unspecified
hsa-mir-16-5p,MIMAT0000069,CD44,960,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,CDK1,983,PAR-CLIP,23446348|21572407|20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,CDC5L,988,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,CDC20,991,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,CDC25A,993,HITS-CLIP//PAR-CLIP//Sequencing,20371350|22473208|23592263,Unspecified
hsa-mir-16-5p,MIMAT0000069,CDC27,996,HITS-CLIP//Sequencing,20371350|22473208,Unspecified
hsa-mir-16-5p,MIMAT0000069,CDK6,1021,flow//Luciferase reporter assay//PAR-CLIP//qRT-PCR//Western blot,18701644|23592263,Unspecified
hsa-mir-16-5p,MIMAT0000069,CDK9,1025,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,CDKN1A,1026,HITS-CLIP,22473208,Unspecified
hsa-mir-16-5p,MIMAT0000069,CDKN2A,1029,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,CENPF,1063,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,CFL2,1073,proteomics analysis,18362358,Unspecified
hsa-mir-16-5p,MIMAT0000069,CHD3,1107,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,CHEK1,1111,HITS-CLIP//Luciferase reporter assay//qRT-PCR//Western blot,22473208|23313552|24336073|25594541,Unspecified
hsa-mir-16-5p,MIMAT0000069,CHUK,1147,Luciferase reporter assay//qRT-PCR//Western blot,20711193,Unspecified
hsa-mir-16-5p,MIMAT0000069,AP2M1,1173,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,CLU,1191,PAR-CLIP,26701625,Unspecified
hsa-mir-16-5p,MIMAT0000069,CLNS1A,1207,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,CLTC,1213,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,CNN3,1266,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,CNP,1267,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,COL4A1,1282,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,COMT,1312,CLASH//Proteomics,18668040|23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,CPT1A,1374,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,CREBL2,1389,Microarray//PAR-CLIP,18362358|21572407|20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,CRK,1398,PAR-CLIP,21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,CRKL,1399,PAR-CLIP//Sequencing,20371350|21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,CTSD,1509,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,CYLD,1540,HITS-CLIP,22473208,Unspecified
hsa-mir-16-5p,MIMAT0000069,CD55,1604,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,DDX3X,1654,PAR-CLIP//Proteomics,18668040|24398324|23446348|21572407|20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,DDX6,1656,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,DHX8,1659,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,DECR1,1666,PAR-CLIP,21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,DIAPH1,1729,PAR-CLIP,26701625,Unspecified
hsa-mir-16-5p,MIMAT0000069,DKC1,1736,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,DLD,1738,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,DMD,1756,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,DSP,1832,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,E2F3,1871,CLASH//HITS-CLIP,23622248|22473208,Unspecified
hsa-mir-16-5p,MIMAT0000069,EEF1A1,1915,CLASH//Proteomics,18668040|23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,EEF1G,1937,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,EEF2,1938,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,EFNB2,1948,PAR-CLIP//Proteomics,18668040|22012620|20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,EGFR,1956,Proteomics//pSILAC,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,EIF1AX,1964,PAR-CLIP,23592263|23446348|21572407|20371350|27292025,Unspecified
hsa-mir-16-5p,MIMAT0000069,EPHA2,1969,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,EIF4B,1975,CLASH//Proteomics,18668040|23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,EIF4E,1977,Proteomics//pSILAC,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,EIF4G1,1981,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,EIF5,1983,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,ELK4,2005,PAR-CLIP,23446348|20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,EN2,2020,PAR-CLIP//Sequencing,20371350|23446348|21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,SLC29A1,2030,PAR-CLIP//Proteomics,18668040|21572407|20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,EZH1,2145,HITS-CLIP,22473208,Unspecified
hsa-mir-16-5p,MIMAT0000069,F2,2147,Proteomics//pSILAC,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,FASN,2194,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,FDXR,2232,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,FECH,2235,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,FGF2,2247,Immunofluorescence//Luciferase reporter assay//mice xenograft//PAR-CLIP//Proteomics//pSILAC//qRT-PCR//Sequencing//Western blot,18668040|20371350|23446348|26655091,Unspecified
hsa-mir-16-5p,MIMAT0000069,FGFR1,2260,Luciferase reporter assay//qRT-PCR//Western blot,21885851,Unspecified
hsa-mir-16-5p,MIMAT0000069,FKBP1A,2280,PAR-CLIP,21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,FLOT2,2319,HITS-CLIP,22473208|23313552,Unspecified
hsa-mir-16-5p,MIMAT0000069,FNTA,2339,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,MTOR,2475,Luciferase reporter assay//Proteomics,18668040|25311506,Unspecified
hsa-mir-16-5p,MIMAT0000069,FTH1,2495,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,FTL,2512,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,KDSR,2531,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,GALNT1,2589,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,GALNT3,2591,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,GFPT1,2673,Proteomics//pSILAC,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,B4GALT1,2683,HITS-CLIP//Proteomics,18668040|22473208,Unspecified
hsa-mir-16-5p,MIMAT0000069,GLRX,2745,Sequencing,20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,GNAL,2774,CLASH//HITS-CLIP//PAR-CLIP,23622248|23592263|21572407|20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,GNB1,2782,HITS-CLIP//Microarray//PAR-CLIP//Sequencing,20371350|21199864|22473208|23592263|21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,GNB2,2783,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,GOT2,2806,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,GPR27,2850,PAR-CLIP,21572407|20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,GRB2,2885,PAR-CLIP//Proteomics,18668040|21572407|20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,GSTM4,2948,Proteomics//pSILAC,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,GTF2H1,2965,Microarray,18362358,Unspecified
hsa-mir-16-5p,MIMAT0000069,GTF3C1,2975,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,GTF3C2,2976,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,HTT,3064,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,HDGF,3068,Luciferase reporter assay//PAR-CLIP//qRT-PCR//Western blot,23592263|20371350|23954293|26701625,Unspecified
hsa-mir-16-5p,MIMAT0000069,HGF,3082,Luciferase reporter assay//qRT-PCR//Western blot,27683052,Unspecified
hsa-mir-16-5p,MIMAT0000069,HMGA1,3159,HITS-CLIP//Luciferase reporter assay//qRT-PCR//Western blot,19250063|22139073|22473208,Unspecified
hsa-mir-16-5p,MIMAT0000069,HMOX1,3162,Proteomics//pSILAC,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,HNRNPA1,3178,HITS-CLIP,23313552,Unspecified
hsa-mir-16-5p,MIMAT0000069,HNRNPA2B1,3181,CLASH//PAR-CLIP//Sequencing,20371350|23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,HNRNPF,3185,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,HNRNPL,3191,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,HOXA10,3206,PAR-CLIP,21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,HOXC8,3224,PAR-CLIP,21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,DNAJA1,3301,HITS-CLIP//PAR-CLIP//Proteomics,18668040|24398324|23446348|21572407|20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,HSPA1A,3303,Microarray//Proteomics//pSILAC,18362358|18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,HSPA1B,3304,CLASH//HITS-CLIP//PAR-CLIP//Proteomics,18668040|23622248|22473208|24398324|21572407|20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,HSPA5,3309,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,HSPA8,3312,CLASH//PAR-CLIP,23622248|26701625,Unspecified
hsa-mir-16-5p,MIMAT0000069,HSPA9,3313,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,HSP90AA1,3320,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,HSPD1,3329,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,DNAJB1,3337,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,IDH3A,3419,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,IFRD1,3475,Proteomics//pSILAC,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,IGF1R,3480,Luciferase reporter assay//qRT-PCR//Western blot,23507142,Unspecified
hsa-mir-16-5p,MIMAT0000069,IGF2R,3482,Proteomics//pSILAC,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,RBPJ,3516,PAR-CLIP,23592263|23446348|22012620|20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,IGSF1,3547,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,IMPDH2,3615,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,EIF3E,3646,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,ITGA2,3673,PAR-CLIP//Proteomics//pSILAC//qRT-PCR//Sequencing,18668040|20371350|21572407|24064622,Unspecified
hsa-mir-16-5p,MIMAT0000069,ITGB4,3691,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,ITPR1,3708,HITS-CLIP,22473208,Unspecified
hsa-mir-16-5p,MIMAT0000069,JAK2,3717,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,JARID2,3720,PAR-CLIP//Sequencing,20371350|23446348|22012620|21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,JUN,3725,Microarray,18362358,Unspecified
hsa-mir-16-5p,MIMAT0000069,KCNC4,3749,CLASH//Sequencing,20371350|23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,KCNN4,3783,Proteomics//pSILAC,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,KDR,3791,Luciferase reporter assay//qRT-PCR//Western blot,21885851,Unspecified
hsa-mir-16-5p,MIMAT0000069,KIF2A,3796,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,KIF5A,3798,Sequencing,20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,KIF5B,3799,CLASH//HITS-CLIP//PAR-CLIP//Proteomics//Sequencing,20371350|18668040|23622248|22473208|24398324|23446348|21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,KPNA1,3836,CLASH//PAR-CLIP//Proteomics//Sequencing,20371350|18668040|23622248|21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,KPNA2,3838,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,KPNA3,3839,HITS-CLIP//PAR-CLIP//Proteomics//pSILAC,18668040|21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,TNPO1,3842,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,KRAS,3845,Luciferase reporter assay//Western blot,23507142,Unspecified
hsa-mir-16-5p,MIMAT0000069,L1CAM,3897,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,LAMB1,3912,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,LAMB3,3914,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,LAMC1,3915,PAR-CLIP//Proteomics//pSILAC,18668040|23592263,Unspecified
hsa-mir-16-5p,MIMAT0000069,LAMP2,3920,PAR-CLIP//Sequencing,20371350|23446348|21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,RPSA,3921,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,LIG4,3981,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,LMO7,4008,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,TM4SF1,4071,PAR-CLIP,23592263,Unspecified
hsa-mir-16-5p,MIMAT0000069,CAPRIN1,4076,Luciferase reporter assay//qRT-PCR//Western blot,19250063,Unspecified
hsa-mir-16-5p,MIMAT0000069,SMAD1,4086,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,SMAD3,4088,HITS-CLIP,22473208,Unspecified
hsa-mir-16-5p,MIMAT0000069,SMAD5,4090,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,SMAD7,4092,PAR-CLIP//Sequencing,20371350|24398324|23446348|21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,MAP4,4134,Proteomics//Sequencing,20371350|18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,MCL1,4170,Microarray,18362358,Unspecified
hsa-mir-16-5p,MIMAT0000069,MKI67,4288,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,KMT2A,4297,Sequencing,20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,MLLT1,4298,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,MLLT6,4302,HITS-CLIP//Sequencing,20371350|22473208,Unspecified
hsa-mir-16-5p,MIMAT0000069,ABCC1,4363,CLASH,23622248,Unspecified
hsa-mir-16-5p,MIMAT0000069,MSH2,4436,Microarray,18362358,Unspecified
hsa-mir-16-5p,MIMAT0000069,MTHFR,4524,PAR-CLIP//Sequencing,20371350|21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,MYB,4602,Luciferase reporter assay//Microarray//qRT-PCR,21205891,Unspecified
hsa-mir-16-5p,MIMAT0000069,MYC,4609,TRAP,24510096,Unspecified
hsa-mir-16-5p,MIMAT0000069,MYO5A,4644,HITS-CLIP//PAR-CLIP//Sequencing,20371350|22473208|23446348|21572407,Unspecified
hsa-mir-16-5p,MIMAT0000069,MYO5B,4645,Sequencing,20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,NACA,4666,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,NDUFA9,4704,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,NFIC,4782,PAR-CLIP,23592263,Unspecified
hsa-mir-16-5p,MIMAT0000069,NFKB1,4790,ChIP-seq,21081469,Unspecified
hsa-mir-16-5p,MIMAT0000069,NOTCH2,4853,HITS-CLIP//Proteomics//pSILAC,18668040|22473208|23824327,Unspecified
hsa-mir-16-5p,MIMAT0000069,PNP,4860,Proteomics//Sequencing,20371350|18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,NPR3,4883,Proteomics//pSILAC,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,SLC11A2,4891,Sequencing,20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,YBX1,4904,Proteomics,18668040,Unspecified
hsa-mir-16-5p,MIMAT0000069,NSF,4905,Sequencing,20371350,Unspecified
hsa-mir-16-5p,MIMAT0000069,NTHL1,4913,Proteomics,18668040,Unspecified
